"Region","naics","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","Pct_Total","RS_2015","L_T_2006","L_T_2007","L_T_2008","L_T_2009","L_T_2010","L_T_2011","L_T_2012","L_T_2013","L_T_2014","L_T_2015","Local_Trend","N_T_2006","N_T_2007","N_T_2008","N_T_2009","N_T_2010","N_T_2011","N_T_2012","N_T_2013","N_T_2014","N_T_2015","Natl_Trend","Label","Group"
"Detroit",326291,0,0,0,1079,795,969,1047,1178,1308,1353,1468,0.000779961990135712,2.88038254283617,NA,NA,NA,-0.263206672845227,0.218867924528302,0.0804953560371517,0.125119388729704,0.110356536502547,0.0344036697247707,0.0849963045084996,0.0156617013781592,NA,NA,NA,-0.267023718439174,0.00100518054589038,0.0417889695658891,0.0812263661303478,0.0444711126350077,0.0486836058039524,0.0288308029425575,0.0115645580182684,"Rubber Product Manufacturing for Mechanical Use","3"
"Detroit",326299,0,0,0,434,462,420,380,392,348,282,295,0.000156736230987762,0.597700517764931,NA,NA,NA,0.064516129032258,-0.0909090909090909,-0.0952380952380952,0.0315789473684212,-0.112244897959184,-0.189655172413793,0.0460992907801419,-0.00955792502419217,NA,NA,NA,-0.0951272196818806,-0.0293898809523809,0.0193560751245687,-0.00109669737419316,0.0603845791900623,-0.00807596734114302,-0.0507888222838567,0.000721995436409771,"All Other Rubber Product Manufacturing","3"
"Detroit",327110,182,215,258,207,201,201,217,0,192,118,194,0.000103073995971613,0.92718025628051,0.181318681318681,0.2,-0.197674418604651,-0.0289855072463768,0,0.0796019900497513,-1,NA,-0.385416666666667,0.64406779661017,-0.0107772365104917,-0.058149816834393,-0.0277181688125894,-0.13104653301453,-0.206053550640279,-0.0104638762996534,-0.0340809591163198,-1,NA,0.0148918017528892,0.0311807413068399,-0.0039271451429923,"Pottery, Ceramics, and Plumbing Fixture Manufacturing ","3"
"Detroit",327120,93,96,91,94,83,92,72,0,74,106,66,0.0000350664110006519,0.19433496918597,0.032258064516129,-0.0520833333333334,0.0329670329670331,-0.117021276595745,0.108433734939759,-0.217391304347826,-1,NA,0.432432432432432,-0.377358490566038,-0.0208153636952403,0.0137492428831012,0.00164306626038124,-0.124578722896597,-0.210241210139002,-0.0754065829774384,-0.00223953716231984,-1,NA,0.0355917667238421,0.00763745111571201,-0.00903382382998282,"Clay Building Material and Refractories Manufacturing ","3"
"Detroit",327211,0,0,0,14,1186,1210,0,0,0,0,0,0,0,NA,NA,NA,83.7142857142857,0.0202360876897134,-1,NA,NA,NA,NA,-1.52826117109422,0.0341767371601209,0.00730326821252514,-0.0188508247235817,0.134768150748199,-0.196906796906797,-0.0251368335698358,-0.015387814514452,0.0506863780359028,-0.0334673366834171,0.0116460434646979,-0.00254049937081195,"Flat Glass Manufacturing","3"
"Detroit",327212,40,115,73,84,44,38,41,39,72,149,143,0.0000759772238347458,0.65027962393161,1.875,-0.365217391304348,0.150684931506849,-0.476190476190476,-0.136363636363636,0.0789473684210527,-0.0487804878048781,0.846153846153846,1.06944444444444,-0.040268456375839,-0.013453925539179,0.000562456058120553,-0.0724223544291938,0.146356244634109,-0.106832900127759,-0.13924237940219,0.0170190820010314,-0.195796709488393,0.0962656764520424,-0.012206812807567,-0.0824922360248447,-0.00416403784838979,"Other Pressed and Blown Glass and Glassware Manufacturing","3"
"Detroit",327213,0,0,3,0,0,0,0,0,0,2,0,0,0,NA,NA,-1,NA,NA,NA,NA,NA,NA,-1,-0.0242424242424242,-0.00673243567524329,0.000469767129722909,0.00751274483498787,-0.00306258322237019,-0.0309202617870976,-0.0006202191440976,0.0575782650668872,-0.0244506748386255,-0.0352225638283652,-0.00214755801870459,-0.000946526840333716,"Glass Container Manufacturing","3"
"Detroit",327215,489,459,379,364,545,291,342,208,204,307,214,0.000113700181123326,0.268266778316495,-0.0613496932515337,-0.174291938997821,-0.0395778364116095,0.497252747252747,-0.46605504587156,0.175257731958763,-0.391812865497076,-0.0192307692307693,0.504901960784314,-0.302931596091205,0.00397558453577549,-0.00072336467913614,-0.0343502240606688,0.00398022382065788,-0.188106666666667,-0.107841205193895,0.0392695857058709,0.117064991498205,0.0260882433775185,0.0275677346244978,0.0314599081667435,0.0114923698762895,"Glass Product Manufacturing Made of Purchased Glass","3"
"Detroit",327310,158,161,154,78,33,46,42,46,78,73,42,0.0000223149888185967,0.198712139805199,0.018987341772152,-0.0434782608695652,-0.493506493506494,-0.576923076923077,0.393939393939394,-0.0869565217391305,0.0952380952380953,0.695652173913043,-0.0641025641025641,-0.424657534246575,0.0202679207945645,0.0316469678559594,-0.0124739011724396,0.0169684484441071,-0.1156778079855,-0.171378624389656,-0.00982103884766472,0.00536330908823746,-0.0234580532008185,0.0134700291850631,0.00642398286937906,0.00167969137067802,"Cement Manufacturing","3"
"Detroit",327331,109,85,94,88,67,49,49,103,102,103,299,0.000158861468018105,1.19820776546452,-0.220183486238532,0.105882352941177,-0.0638297872340425,-0.238636363636364,-0.26865671641791,0,1.10204081632653,-0.00970873786407767,0.00980392156862742,1.90291262135922,0.139373390617748,0.0525240602869075,-0.00659909424196681,0.00256165335185821,-0.201550387596899,-0.102782448337582,-0.0505380244226816,-0.01260664714122,-0.0346272891410885,0.0394095250818249,0.0341237709658762,0.00357326463148161,"Concrete Block and Brick Manufacturing","3"
"Detroit",327332,217,186,133,98,44,55,59,60,90,98,94,0.0000499430702130497,0.651872366617037,-0.142857142857143,-0.28494623655914,-0.263157894736842,-0.551020408163265,0.25,0.0727272727272728,0.0169491525423728,0.5,0.0888888888888888,-0.0408163265306123,0.0538038706278992,0.00287779883484252,0.00342945128779393,-0.204715072888331,-0.145149973688827,-0.162511542012927,-0.0861202989097146,0.145576407506702,0.0188392230283174,0.0398529918456414,0.0270598630439585,0.0153875468367274,"Concrete Pipe Manufacturing","3"
"Detroit",327410,14,35,34,33,33,30,35,34,34,35,35,0.0000185958240154972,0.468265294872901,1.5,-0.0285714285714286,-0.0294117647058824,0,-0.0909090909090909,0.166666666666667,-0.0285714285714286,0,0.0294117647058822,0,-0.0774254384949572,0.0146721687299405,0.115680072300045,0.0107330903199676,0.0432779002203967,-0.0668331092759746,-0.0162584894011113,0.00899581589958154,-0.0275761973875182,0.0520255863539445,-0.023104985812728,-0.00623875069170747,"Lime Manufacturing","3"
"Detroit",327420,181,191,179,187,81,146,197,205,204,208,155,0.0000823529349257734,1.0829314403329,0.0552486187845305,-0.06282722513089,0.0446927374301676,-0.566844919786096,0.802469135802469,0.349315068493151,0.0406091370558375,-0.00487804878048781,0.0196078431372548,-0.254807692307692,-0.00661883121084718,0.0164835164835164,-0.0936024632227164,-0.0825847361666793,-0.184152061219452,-0.0698940998487141,-0.110388202125352,0.00743539736713794,-0.00423472474289166,0.128068043742406,-0.00581645842309353,0.013800073364839,"Gypsum Product Manufacturing","3"
"Detroit",327910,612,610,742,505,413,379,402,431,438,448,461,0.000244933567746978,2.17122584723819,-0.00326797385620914,0.216393442622951,-0.319407008086253,-0.182178217821782,-0.0823244552058111,0.0606860158311346,0.072139303482587,0.0162412993039442,0.0228310502283104,0.0290178571428572,0.00921115335836459,-0.0204567078972407,0.0921390411434122,-0.0541896956991297,-0.0924905964535196,-0.0609873436459182,-0.0278237566012454,0.0833468461164262,-0.0253704535249214,0.0403900790908394,0.0105542844490367,0.00376744437802448,"Abrasive Product Manufacturing","3"
"Detroit",327991,263,242,194,144,85,146,99,116,117,148,186,0.0000988235219109281,0.416593103401196,-0.0798479087452472,-0.198347107438017,-0.257731958762887,-0.409722222222222,0.717647058823529,-0.321917808219178,0.171717171717172,0.00862068965517238,0.264957264957265,0.256756756756757,0.0503581160797017,0.125929087094136,0.00934933670246374,0.00528852171736127,-0.22191439688716,-0.0823731797087534,-0.0116405807211056,0.0952801058667843,0.0778493757551348,0.0319844561521503,0.0424707628806256,0.00480267451917917,"Cut Stone and Stone Product Manufacturing","3"
"Detroit",327992,33,60,46,39,41,22,30,18,16,27,32,0.0000170018962427403,0.275143767928367,0.818181818181818,-0.233333333333333,-0.152173913043478,0.0512820512820513,-0.463414634146341,0.363636363636364,-0.4,-0.111111111111111,0.6875,0.185185185185185,0.00259019690886076,-0.0191780821917809,0.107762422816819,-0.0276045122760451,-0.0906237204858742,-0.0562809545249887,0.0459605597964376,0.127261669454158,-0.0593471810089021,0.0293948953254948,0.0447137484329294,0.003779624991881,"Ground or Treated Mineral and Earth Manufacturing","3"
"Detroit",327993,64,44,45,46,47,44,44,50,39,22,22,0.000011688803666884,0.091476565438174,-0.3125,0.0227272727272727,0.0222222222222221,0.0217391304347827,-0.0638297872340425,0,0.136363636363636,-0.22,-0.435897435897436,0,-0.00728048949371799,0.071920017200602,-0.00561628723297558,-0.0632375189107413,-0.158268733850129,-0.066705039652085,-0.0111697389159185,-0.00783090783090779,0.0236082978277572,0.0221767314909587,0.0353137516688919,0.00488589456829377,"Mineral Wool Manufacturing","3"
"Detroit",327999,18,11,43,78,65,35,29,43,31,36,48,0.0000255028443641105,0.272072373138272,-0.388888888888889,2.90909090909091,0.813953488372093,-0.166666666666667,-0.461538461538462,-0.171428571428571,0.482758620689655,-0.279069767441861,0.161290322580645,0.333333333333333,-0.0967353614088652,0.00930369209675841,0.0194061711624296,0.0479725870930896,-0.16802906448683,-0.0317685589519651,0.0935843950840005,0.131663058047221,0.0491071428571428,-0.00199739470256188,-0.0100069613644275,0.00428170459547135,"All Other Miscellaneous Nonmetallic Mineral Product Manufacturing","3"
"Detroit",331110,5193,5114,2987,2437,4418,4133,4497,0,4219,4226,3977,0.00211301691741807,2.40759352964951,-0.0152127864432891,-0.415917090340242,-0.184131235353197,0.812884694296266,-0.0645088275237664,0.0880716186789257,-1,NA,0.00165916093861096,-0.058920965451964,-0.0111258018911892,0.00699375653152545,-0.00141919460706053,-0.00356191152957896,-0.0677934372743562,-0.0579207068678639,0.0601723560400742,-1,NA,-0.00241046178374171,0.0133466514459666,-0.0158210902038054,"Iron and Steel Mills and Ferroalloy Manufacturing ","3"
"Detroit",331210,869,919,976,541,486,524,123,588,617,596,593,0.000315066389748282,1.47175786555321,0.0575373993095512,0.0620239390642001,-0.445696721311475,-0.101663585951941,0.0781893004115226,-0.765267175572519,3.78048780487805,0.0493197278911566,-0.0340356564019449,-0.00503355704697983,0.0729849949518018,0.0471622324086762,0.00428719707568037,-0.135975554956412,-0.0849802371541502,-0.0148914402637262,0.0628317562889453,0.465175614787471,0.0432382363838459,0.00184678765493484,-0.078910985855578,0.00892435078033527,"Iron and Steel Pipe and Tube Manufacturing from Purchased Steel","3"
"Detroit",331221,572,494,514,851,671,575,767,592,517,480,463,0.000245996186262149,3.40410420038783,-0.136363636363636,0.0404858299595141,0.655642023346303,-0.211515863689777,-0.143070044709389,0.333913043478261,-0.228161668839635,-0.126689189189189,-0.0715667311411993,-0.0354166666666667,-0.020366397517404,-0.00355206580669287,-0.0833958724202627,0.0835124347559104,-0.0700859544724662,0.0425596749619095,0.046473109898675,-0.22577041243832,-0.0606060606060606,0.0529953917050692,0.0662533430585948,0.00241972795693491,"Rolled Steel Shape Manufacturing","3"
"Detroit",331222,79,82,80,73,51,50,55,58,50,43,85,0.000045161286894779,0.346659483411202,0.0379746835443038,-0.024390243902439,-0.0875,-0.301369863013699,-0.0196078431372549,0.1,0.0545454545454545,-0.137931034482759,-0.14,0.976744186046512,0.0519688233529568,-0.0160824995396232,-0.112857944974733,0.0914908579465541,-0.0746730236453836,-0.0775657986352876,0.07193538647343,0.0627420604182805,0.00225284919162472,0.0117017056723523,0.0332614520028753,0.00867617886022514,"Steel Wire Drawing","3"
"Detroit",331313,0,0,0,30,6,6,5,0,2,4,4,0.00000212523703034254,0.0300497766114683,NA,NA,NA,-0.8,0,-0.166666666666667,-1,NA,1,0,0.0377777777777778,-0.123639191290824,0.0711820960268166,0.0534744592728946,-0.204612965228027,-0.0592047451669596,-0.0842965557501459,-1,NA,0.0766525166767738,-0.033006646389546,-0.0110584203794083,"Alumina Refining and Primary Aluminum Production ","3"
"Detroit",331314,223,219,220,208,158,201,187,190,197,189,181,0.000096166975623,1.7066990101018,-0.0179372197309418,0.00456621004566204,-0.0545454545454546,-0.240384615384615,0.272151898734177,-0.0696517412935324,0.0160427807486632,0.0368421052631578,-0.0406091370558376,-0.0423280423280423,0.00211316069291385,-0.049304520615996,-0.00104506858262576,0.0555773505950046,-0.34613478691774,-0.0178097764304661,0.0854552469135803,0.0559800959658787,0.072871087176035,0.0360784313725491,0.0354277062831188,0.0146577751313837,"Secondary Smelting and Alloying of Aluminum","3"
"Detroit",331315,14,21,6,2,3,3,3,2,5,5,5,0.00000265654628792818,0.0166031978908885,0.5,-0.714285714285714,-0.666666666666667,0.5,0,0,-0.333333333333333,1.5,0,0,0.0535353535353536,-0.0181311018131102,-0.0596590909090909,0.0237043922844526,-0.0468785471055618,-0.0431701798261284,0.0202875101126392,-0.000304971027752399,0.143868212324588,0.000693407296778359,0.0351260593784979,0.0103380573123541,"Aluminum Sheet, Plate, and Foil Manufacturing","3"
"Detroit",331318,64,78,84,82,91,110,120,0,31,44,58,0.0000308159369399668,0.141761506794885,0.21875,0.0769230769230769,-0.0238095238095238,0.109756097560976,0.208791208791209,0.0909090909090908,-1,NA,0.419354838709677,0.318181818181818,-0.000219358153787006,0.000277640671273449,-0.0302235929067078,-0.155032596597233,-0.185095972901769,-0.00762054313689264,0.0868897472890584,-1,NA,-0.00993067995949837,0.0378004169452857,-0.00663808139870302,"Other Aluminum Rolling, Drawing, and Extruding ","3"
"Detroit",331410,19,8,7,2,7,7,7,0,30,19,21,0.0000111574944092983,0.133040891322569,-0.578947368421053,-0.125,-0.714285714285714,2.5,0,0,-1,NA,-0.366666666666667,0.105263157894737,-0.0149232930811878,0.0209953343701399,0.00718093787400709,0.0752943718267258,0.112919429375126,0.0064090991153638,0.0091488025831914,-1,NA,-0.0830776884172125,-0.0795731983000272,-0.0318146522537044,"Nonferrous Metal (except Aluminum) Smelting and Refining ","3"
"Detroit",331420,291,317,324,284,241,210,282,0,348,269,256,0.000136015169941923,0.684181941883294,0.0893470790378006,0.0220820189274449,-0.123456790123457,-0.151408450704225,-0.128630705394191,0.342857142857143,-1,NA,-0.227011494252874,-0.0483271375464684,-0.0269074266093294,-0.0210064635272391,0.0195315570227148,0.0785953821840188,-0.204202701736831,-0.0331866355308066,0.00710669329741287,-1,NA,0.086566091954023,-0.00293388429752062,-0.0127768516320894,"Copper Rolling, Drawing, Extruding, and Alloying","3"
"Detroit",331491,161,146,140,111,102,39,38,23,32,44,32,0.0000170018962427403,0.113934312028641,-0.093167701863354,-0.041095890410959,-0.207142857142857,-0.081081081081081,-0.617647058823529,-0.0256410256410257,-0.394736842105263,0.391304347826087,0.375,-0.272727272727273,0.0238782416367038,0.0859836580766813,0.0111123972682023,0.124499141385232,-0.0936116060066174,-0.0758171402897899,0.0822192513368984,0.0538491773822225,0.00399616368286448,-0.0243591784747652,-0.0147954743255004,-0.00701460223356992,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding","3"
"Detroit",331492,90,75,72,82,72,73,102,148,139,152,188,0.0000998861404260994,1.14675768769804,-0.166666666666667,-0.04,0.138888888888889,-0.121951219512195,0.0138888888888888,0.397260273972603,0.450980392156863,-0.0608108108108109,0.0935251798561152,0.236842105263158,0.0343631692603249,-0.104804303468744,0.0171985080812267,0.0845386025667143,-0.0244177310293012,-0.032345013477089,0.0111420612813371,0.118949232585596,-0.0435241361118438,-0.0177422320279463,-0.0105755732335049,0.0026469555367471,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)","3"
"Detroit",331511,303,284,177,279,211,1336,1196,279,273,298,362,0.000192333951246,0.610546071928138,-0.0627062706270627,-0.376760563380282,0.576271186440678,-0.243727598566308,5.33175355450237,-0.104790419161677,-0.766722408026756,-0.021505376344086,0.0915750915750915,0.214765100671141,-0.025568601755138,-0.038012071401053,-0.0534474702976906,-0.0863992948435434,-0.194562364927447,-0.0961165281138449,0.0402608073365316,0.0268039135752141,-0.0371712158808933,-0.0162620483480233,0.00167666553142443,0.0100855342534035,"Iron Foundries","3"
"Detroit",331512,191,230,248,268,283,217,255,329,242,208,244,0.000129639458850895,1.09505075011507,0.204188481675393,0.0782608695652174,0.0806451612903225,0.0559701492537314,-0.23321554770318,0.175115207373272,0.290196078431373,-0.264437689969605,-0.140495867768595,0.173076923076923,-0.0147012539540192,0.0569908814589666,-0.00347471842798941,0.128411686906336,-0.11049547149707,-0.142549113560134,0.0512713048337525,0.0338205980066446,-0.0489748698502475,-0.0460904237345408,0.0179950407368048,-0.00551173733650427,"Steel Investment Foundries","3"
"Detroit",331513,204,220,177,150,144,122,133,67,78,77,57,0.0000302846276823812,0.218859706738197,0.0784313725490196,-0.195454545454545,-0.152542372881356,-0.04,-0.152777777777778,0.0901639344262295,-0.496240601503759,0.164179104477612,-0.0128205128205128,-0.25974025974026,-0.0079229040465316,0.019742883379247,0.045362449347141,-0.0393022504576289,-0.0927482627213629,-0.095682253381926,0.122131147540984,0.111212563915267,-0.0349493289509724,-0.0254299824033604,-0.0217834469101287,-0.000108021251465511,"Steel Foundries (except Investment)","3"
"Detroit",331523,126,227,88,57,34,57,56,0,203,179,163,0.0000866034089864585,0.30180750428214,0.801587301587302,-0.612334801762115,-0.352272727272727,-0.403508771929825,0.676470588235294,-0.0175438596491229,-1,NA,-0.118226600985222,-0.0893854748603352,-0.0320128610807381,-0.0276611379382742,-0.0357894736842105,-0.0218060687493002,-0.192674202317928,-0.108677158655891,0.112821124632148,-1,NA,0.0723259548474449,0.0226685459243599,-0.00534347643349321,"Nonferrous Metal Die-Casting Foundries ","3"
"Detroit",331524,173,183,167,200,169,113,138,80,55,52,52,0.000027628081394453,0.209150793465164,0.0578034682080926,-0.087431693989071,0.197604790419162,-0.155,-0.331360946745562,0.221238938053097,-0.420289855072464,-0.3125,-0.0545454545454546,0,-0.0186898252744367,0.00731882144339235,-0.0167034942511517,-0.111864406779661,-0.246461960717043,-0.112002731773946,0.0617829904505545,-0.0350697169071045,-0.0489803578130864,0.00105242386371107,0.0534857743609962,0.0100737981912101,"Aluminum Foundries (except Die-Casting)","3"
"Detroit",331529,67,60,68,93,67,55,56,0,50,44,47,0.0000249715351065249,0.304305277970473,-0.104477611940298,0.133333333333333,0.367647058823529,-0.279569892473118,-0.17910447761194,0.0181818181818181,-1,NA,-0.12,0.0681818181818181,-0.0243735623220534,0.0317186221939472,-0.0162085976039464,0.114702722063037,-0.122339143706322,-0.148636280431997,0.0600946033111158,-1,NA,-0.022307904158634,-0.0647887323943662,-0.0236910705007924,"Other Nonferrous Metal Foundries (except Die-Casting) ","3"
"Detroit",332111,949,942,1105,1304,1042,979,1119,1608,1623,1804,1817,0.000965388921033099,4.8787339403389,-0.00737618545837726,0.173036093418259,0.180090497737557,-0.200920245398773,-0.0604606525911708,0.143003064351379,0.436997319034853,0.00932835820895517,0.111521873074553,0.00720620842572073,0.00584271342515976,0.128130287648054,-0.0925419025835239,0.0368166604685756,-0.13546150167384,-0.118978472318259,0.104437002930096,0.13089823763502,-0.0304553642495078,-0.00458002073971653,0.0424950082472437,0.00321909229020532,"Iron and Steel Forging","3"
"Detroit",332112,209,206,196,186,135,180,190,194,195,243,245,0.000130170768108481,2.02684683117533,-0.0143540669856459,-0.0485436893203883,-0.0510204081632653,-0.274193548387097,0.333333333333333,0.0555555555555556,0.0210526315789474,0.00515463917525771,0.246153846153846,0.00823045267489708,0.0191210874186515,0.00299866725899611,-0.0785073635256339,-0.040254746455179,0.0398146988856893,-0.136183022275738,0.0334541399498187,-0.15052603183167,0.223563035884408,0.0223202699195433,-0.0105356689515106,0.00910114115147329,"Nonferrous Forging","3"
"Detroit",332114,411,380,411,411,313,392,600,394,488,531,662,0.00035172672852169,1.7451670036234,-0.0754257907542579,0.081578947368421,0,-0.238442822384428,0.252396166134185,0.530612244897959,-0.343333333333333,0.238578680203046,0.0881147540983607,0.246704331450094,0.0248567254174608,0.0320349673564235,-0.00927464750978391,0.186525974025974,-0.138641857071191,-0.0579234394027638,0.0420952059798798,0.231959874878654,-0.0423762202863022,0.0758857142857143,0.0393881453154876,0.0044219030537628,"Custom Roll Forming","3"
"Detroit",332117,14,15,15,13,14,15,14,14,14,15,15,0.00000796963886378453,0.104280110944714,0.0714285714285714,0,-0.133333333333333,0.0769230769230769,0.0714285714285714,-0.0666666666666667,0,0,0.0714285714285714,0,0.000939060939060939,-0.0455399579971261,0.0214244354371742,0.0409297052154196,-0.222524779435791,-0.0354441019893528,0.14960058097313,0.114087176247631,0.00714447720571565,0.0653079608152236,-0.0195539583553536,0.00949704899628199,"Powder Metallurgy Part Manufacturing","3"
"Detroit",332119,1237,1402,1219,991,888,750,1096,0,955,998,1181,0.000627476233208635,1.39344863486044,0.13338722716249,-0.130527817403709,-0.187038556193601,-0.10393541876892,-0.155405405405405,0.461333333333333,-1,NA,0.0450261780104713,0.183366733466934,0.00328746242819857,0.0195018315018316,-0.0323651571549705,-0.0152534569056424,-0.15542517571114,-0.0651463471257389,0.0334676880169631,-1,NA,-0.0297653429602888,0.0168182917527115,-0.0143320988580301,"Metal Crown, Closure, and Other Metal Stamping (except Automotive) ","3"
"Detroit",332215,225,242,327,3,3,3,3,0,3,6,6,0.00000318785554551381,0.0515894564865688,0.0755555555555556,0.351239669421488,-0.990825688073395,0,0,0,-1,NA,1,0,0.0352451560873731,-0.0520823798627003,-0.0692352259559675,-0.0497976968565204,-0.0645266950540452,0.0819327731092436,0.0375404530744337,-1,NA,-0.031500339443313,0.051451002383289,-0.00852047942295508,"Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing ","3"
"Detroit",332216,1620,1366,958,1330,981,843,953,0,996,1022,2524,0.00134102456614614,5.21598254174409,-0.15679012345679,-0.298682284040996,0.388308977035491,-0.262406015037594,-0.140672782874618,0.130486358244365,-1,NA,0.0261044176706828,1.46966731898239,0.0789603405756888,-0.0261449415700169,-0.0309371539626223,0.0272841751783965,-0.188277490238809,-0.131131495050059,0.0421964015578229,-1,NA,0.0160508162010791,0.0488370529712288,-0.00845155616091244,"Saw Blade and Handtool Manufacturing ","3"
"Detroit",332311,314,248,264,234,170,164,150,140,136,139,154,0.0000818216256681878,0.364519540950833,-0.210191082802548,0.064516129032258,-0.113636363636364,-0.273504273504274,-0.0352941176470588,-0.0853658536585366,-0.0666666666666667,-0.0285714285714286,0.0220588235294117,0.107913669064748,0.0215848932612834,0.0658359747877728,0.0455322349080467,0.101353560452495,-0.172683013714896,-0.144820409774301,0.00612595980363362,-0.0641394553567705,0.0483490040550778,0.0752784153702286,0.0769656481005654,0.00315117930736749,"Prefabricated Metal Building and Component Manufacturing","3"
"Detroit",332312,508,512,783,721,537,430,542,384,433,405,466,0.000247590114034906,0.310770216585931,0.00787401574803148,0.529296875,-0.0791826309067688,-0.255201109570042,-0.19925512104283,0.26046511627907,-0.291512915129151,0.127604166666667,-0.0646651270207852,0.150617283950617,-0.00902015631400287,0.0640951890762662,0.0526470532445609,0.0416257466956185,-0.088141926666609,-0.138836452631878,-0.0315477567385964,0.00864432034031326,0.0296800820938441,0.0295035647402833,0.0286474123716824,-0.00086736543009709,"Fabricated Structural Metal Manufacturing","3"
"Detroit",332313,989,965,923,1173,928,485,591,719,727,717,725,0.000385199211749585,1.3078478499763,-0.0242669362992922,-0.0435233160621762,0.270855904658722,-0.208866155157715,-0.477370689655172,0.218556701030928,0.2165820642978,0.0111265646731571,-0.0137551581843192,0.0111576011157601,0.0072777169151836,0.103526366871563,0.105931789309098,0.123354245824865,-0.14452397808018,-0.106047138872713,0.11225014571262,0.0876668413427453,0.0307496103159983,-0.00739620566400878,-0.00977812248968168,-0.00824963517426165,"Plate Work Manufacturing","3"
"Detroit",332321,453,433,393,260,227,190,159,220,195,176,143,0.0000759772238347458,0.183957696083588,-0.0441501103752759,-0.0923787528868361,-0.338422391857506,-0.126923076923077,-0.162995594713656,-0.163157894736842,0.383647798742138,-0.113636363636364,-0.0974358974358974,-0.1875,0.00806019060371047,0.0626077125642828,-0.0209284824579614,-0.107263547091798,-0.169390633118088,-0.143564356435644,-0.0151290665887607,-0.0388168488854987,0.0495767568997443,0.029802784953689,0.0223731440691792,0.00786282374501809,"Metal Window and Door Manufacturing","3"
"Detroit",332323,201,276,215,252,208,185,193,236,245,243,276,0.000146641355093635,0.525195859655529,0.373134328358209,-0.221014492753623,0.172093023255814,-0.174603174603175,-0.110576923076923,0.0432432432432432,0.22279792746114,0.0381355932203389,-0.00816326530612244,0.135802469135802,0.000183079887676258,0.0585200200068445,-0.00166625217607563,-0.0227187803602122,-0.100379801687441,-0.11509364463208,-0.0333642854855752,0.0156017092318395,0.0241682974559687,0.0305722747683195,0.0472173295015605,0.00477608942453613,"Ornamental and Architectural Metal Work Manufacturing","3"
"Detroit",332410,85,88,56,73,42,45,79,158,158,158,157,0.0000834155534409447,0.366031483567936,0.0352941176470589,-0.363636363636364,0.303571428571429,-0.424657534246575,0.0714285714285714,0.755555555555556,1,0,0,-0.00632911392405067,0.0340065933656007,0.122426354133671,0.0822162645218945,-0.0312486418358033,0.109825033647376,-0.130285390896596,0.0958401115500813,0.0591678330576408,0.0142960115329169,0.0209246318449208,0.0696469314358636,-0.00364957009392733,"Power Boiler and Heat Exchanger Manufacturing","3"
"Detroit",332420,82,90,122,132,103,72,84,116,72,85,79,0.0000419734313492652,0.131537795715173,0.0975609756097562,0.355555555555556,0.0819672131147542,-0.21969696969697,-0.300970873786408,0.166666666666667,0.380952380952381,-0.379310344827586,0.180555555555556,-0.0705882352941176,-0.0168190611845178,0.0769977982126668,0.125578738500391,-0.0243062047597425,-0.209258397437652,-0.0812186255842132,0.154414258261427,0.154062081796521,0.0438385609638827,0.033299916005094,0.0155758338577723,0.00283374977881913,"Metal Tank (Heavy Gauge) Manufacturing","3"
"Detroit",332431,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.00490245628221975,0.0278127043202736,-0.0428655314151497,-0.0596114519427403,0.0578449494400348,-0.0245657313187378,-0.0171759747102213,-0.00289482148600839,-0.0346774193548387,-0.0203285992759678,-0.00254400645554535,"Metal Can Manufacturing","3"
"Detroit",332439,36,44,18,21,42,126,94,182,204,201,180,0.0000956356663654143,0.883448337733311,0.222222222222222,-0.590909090909091,0.166666666666667,1,2,-0.253968253968254,0.936170212765957,0.120879120879121,-0.0147058823529411,-0.104477611940298,-0.00958346298289547,-0.0520213293650794,0.0213225194584341,0.0192122958693564,-0.117876217404964,-0.0295605100078353,-0.0515267175572519,-0.0278594644791827,0.0431459958605318,0.0405982905982907,-0.0364476386036962,0.00389603736978939,"Other Metal Container Manufacturing","3"
"Detroit",332510,932,774,669,635,512,323,310,580,638,619,584,0.000310284606430011,1.32471431408756,-0.169527896995708,-0.135658914728682,-0.0508221225710015,-0.193700787401575,-0.369140625,-0.0402476780185759,0.870967741935484,0.1,-0.0297805642633229,-0.0565428109854604,0.0365758992436203,-0.0732791995076336,-0.0624705428681606,-0.058521091357799,-0.20200965995971,-0.135196788125798,-0.0329194949530475,-0.0118922064225189,0.0119249171880751,-0.0261511602531461,0.0617740429505136,0.0151186336784371,"Hardware Manufacturing","3"
"Detroit",332613,659,551,548,421,323,502,572,0,406,399,349,0.000185426930897387,1.32302042162516,-0.163884673748103,-0.00544464609800366,-0.231751824817518,-0.232779097387173,0.554179566563467,0.139442231075697,-1,NA,-0.0172413793103449,-0.12531328320802,-0.0078368214355412,-0.0351957765068192,-0.00283731063484827,-0.0705756821299731,-0.105401268314017,-0.0813370813981912,0.0249451207343843,-1,NA,0.0608890310201471,0.0255621872550793,-0.00746502737474821,"Spring Manufacturing ","3"
