"Region","naics","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","Pct_Total","RS_2015","L_T_2006","L_T_2007","L_T_2008","L_T_2009","L_T_2010","L_T_2011","L_T_2012","L_T_2013","L_T_2014","L_T_2015","Local_Trend","N_T_2006","N_T_2007","N_T_2008","N_T_2009","N_T_2010","N_T_2011","N_T_2012","N_T_2013","N_T_2014","N_T_2015","Natl_Trend","Label","Group"
"Detroit",488210,1136,800,622,346,245,397,350,533,488,477,540,0.000286906999096243,0.778878595549753,-0.295774647887324,-0.2225,-0.443729903536977,-0.291907514450867,0.620408163265306,-0.118387909319899,0.522857142857143,-0.0844277673545967,-0.0225409836065574,0.132075471698113,0.0530446834622652,0.047370975570296,0.0489048163366184,-0.0972549481621112,-0.0569004893964111,0.0281602435480524,0.120053835800808,-0.0389629896659457,0.26085461536057,0.0656237604125347,0.0401554102784822,0.0120505844240161,"Support Activities for Rail Transportation","4"
"Detroit",488310,99,85,82,9,12,9,8,12,9,8,8,0.00000425047406068508,0.0575389878279821,-0.141414141414141,-0.0352941176470588,-0.890243902439024,0.333333333333333,-0.25,-0.111111111111111,0.5,-0.25,-0.111111111111111,0,0.0277704043609874,-0.0790374213489348,-0.0866594750089895,-0.09501312335958,-0.0933874709976799,-0.0599808061420346,-0.0226305938403948,4.04526462395543,-0.706314699792961,-0.0532252379273881,0.112683047902705,0.0688261969565457,"Port and Harbor Operations","4"
"Detroit",488320,4,0,3,19,45,0,3,2,3,3,2,0.00000106261851517127,0.00178953589122424,-1,NA,5.33333333333333,1.36842105263158,-1,NA,-0.333333333333333,0.5,0,-0.333333333333333,-0.13498139287613,0.0441323034757692,0.0382252050708427,0.0189188800942353,-0.107161990695052,-0.0035055030081006,0.0641133313261604,-0.330990424850714,0.552486310822241,0.0494214804937847,-0.0153427876601907,0.00973981086814701,"Marine Cargo Handling","4"
"Detroit",488330,105,65,55,65,26,36,36,43,46,44,56,0.0000297533184247956,0.270749884095053,-0.380952380952381,-0.153846153846154,0.181818181818182,-0.6,0.384615384615385,0,0.194444444444444,0.069767441860465,-0.0434782608695652,0.272727272727273,0.0490554932295901,0.110651828298887,0.074792442026911,0.018978491043484,-0.0637171611554045,0.0969498150345502,-0.0250699923644694,-0.0135099856415611,-0.0517366854118425,0.0221167934138002,-0.0895563139931741,-0.0151247089942694,"Navigational Services to Shipping","4"
"Detroit",488390,26,22,17,28,16,20,12,19,15,9,8,0.00000425047406068508,0.0423489217587989,-0.153846153846154,-0.227272727272727,0.647058823529412,-0.428571428571429,0.25,-0.4,0.583333333333333,-0.210526315789474,-0.4,-0.111111111111111,-0.0165253753657919,-0.0500038642862664,0.0143182557761146,-0.00449149823548278,0.0643731872381565,-0.0800847778366512,-0.0115197893524233,-0.108216099225839,0.316064594417997,-0.103837151571033,-0.0358527898694103,0.00275060248897763,"Other Support Activities for Water Transportation","4"
"Detroit",488490,877,806,824,459,480,516,530,1230,439,395,458,0.000243339639974221,0.812181048771088,-0.0809578107183581,0.022332506203474,-0.442961165048544,0.0457516339869282,0.075,0.0271317829457365,1.32075471698113,-0.643089430894309,-0.100227790432802,0.159493670886076,0.0247432785496091,0.0156044049491899,0.126392028803483,-0.00505482252369449,0.000747132877582324,-0.0452424502594349,0.0458615162059663,0.592859813084112,-0.0906146588748856,0.0483637865180138,-0.104795431047216,-0.00115244481598123,"Other Support Activities for Road Transportation","4"
"Detroit",488510,3598,4026,4560,5414,4938,3991,4240,4613,4592,4874,5172,0.0027479314802329,1.27123323392564,0.118954974986103,0.132637853949329,0.187280701754386,-0.087920206871075,-0.191778047792629,0.0623903783512905,0.0879716981132075,-0.00455235204855842,0.0614111498257839,0.0611407468198606,-0.00724991581987248,0.0842386798256172,0.10168580069366,0.15553236843048,-0.0630728389559556,-0.0511871277299801,0.0219325587985264,0.0957784451573271,-0.0456226544372985,0.0221538737665665,0.0470268975975736,-0.00816806729704597,"Freight Transportation Arrangement","4"
"Detroit",488991,738,765,836,781,649,568,532,715,526,426,407,0.000216242867837353,1.52177978706684,0.0365853658536586,0.0928104575163398,-0.0657894736842105,-0.169014084507042,-0.124807395993837,-0.0633802816901409,0.343984962406015,-0.264335664335664,-0.190114068441065,-0.0446009389671361,-0.0127482128685054,0.0940681417130447,0.0978494623655914,-0.236796504181421,-0.105083909180652,-0.0784292096409465,0.0249566102100665,0.157655027443653,-0.148441440532634,0.0708404904341646,-0.0460202444825488,-0.000705941401893736,"Packing and Crating","4"
"Detroit",488999,0,0,12,7,3,3,10,58,117,136,58,0.0000308159369399668,1.62125513449338,NA,NA,-0.416666666666667,-0.571428571428571,0,2.33333333333333,4.8,1.01724137931034,0.162393162393162,-0.573529411764706,0.130861495202266,0.0379283097478629,0.0245691743373244,-0.146852202107538,0.0122723673792557,0.0391083300743058,-0.803688370342492,-0.512653374233129,0.498819826907946,0.130708661417323,0.0710306406685237,0.0112223248949661,"All Other Support Activities for Transportation","4"
"Detroit",493110,6282,7104,6545,7193,7139,5966,4640,5135,5181,5586,5940,0.00315597699005867,0.549911300246599,0.130850047755492,-0.0786880630630631,0.0990068754774638,-0.00750729876268597,-0.164308726712425,-0.222259470331881,0.106681034482759,0.0089581304771178,0.0781702374059061,0.0633727175080558,0.00197019795255156,0.0354548068628391,0.190835331253645,0.130518346065424,-0.0343279913225989,-0.0510439307119805,-0.000823491453696867,0.107855524286736,0.0557610738391512,0.0618045880336173,0.0529888120789035,-0.00389348200388297,"General Warehousing and Storage","4"
"Detroit",493120,36,1248,65,90,70,71,155,215,214,140,141,0.0000749146053195745,0.182374424970571,33.6666666666667,-0.947916666666667,0.384615384615385,-0.222222222222222,0.0142857142857142,1.1830985915493,0.387096774193548,-0.00465116279069766,-0.345794392523365,0.00714285714285712,-1.80406315901352,0.0504363392257776,0.024326857532379,-0.0427775236035437,-0.0364770036281474,0.0274408117249154,0.0199267013408826,-0.0722323830016137,0.0214295653787282,0.0487035102856364,0.0794595881958127,0.00386727882672755,"Refrigerated Warehousing and Storage","4"
"Detroit",493130,15,15,19,18,18,18,14,19,15,21,17,0.0000090322573789558,0.133496827854309,0,0.266666666666667,-0.0526315789473685,0,0,-0.222222222222222,0.357142857142857,-0.210526315789474,0.4,-0.19047619047619,-0.0043710285815549,0.155457924974653,-0.165642975528907,-0.0763028745033887,-0.0819734345351044,0.104037481052777,-0.0777583624563155,-0.283258898362431,0.491880664652568,-0.043032527528161,0.0860997222589606,0.0138746349839558,"Farm Product Warehousing and Storage","4"
"Detroit",493190,2214,1995,1812,1357,1570,1523,2717,1673,1587,1554,1658,0.000880910749076983,1.72155908557005,-0.0989159891598916,-0.0917293233082707,-0.251103752759382,0.156963890935888,-0.0299363057324841,0.78397898883782,-0.384247331615753,-0.0514046622833234,-0.0207939508506616,0.0669240669240669,0.0131993041894216,-0.0239454125764148,0.049100375096373,-0.363502745551381,-0.0996847553935368,0.0888053141976108,0.0468621794023452,-0.161220181282631,-0.0774076865109269,0.0235403665828078,-0.00876226957146276,0.00704032794054142,"Other Warehousing and Storage","4"
"Detroit",511120,1888,1559,1486,1698,2091,1981,1327,1742,1425,1331,1154,0.000613130883253823,0.704220441942914,-0.174258474576271,-0.0468248877485568,0.142664872139973,0.231448763250883,-0.0526064084170254,-0.330136294800606,0.312735493594574,-0.181974741676234,-0.0659649122807018,-0.132982719759579,-0.00860221904732323,0.0170075066317987,-0.0176172065289109,-0.00341464027015825,-0.0909995591106633,-0.0647371849059741,-0.142562917194527,-0.0777804658878828,-0.035752431277756,0.0754289822965857,-0.0452381167499391,-0.000659058765547657,"Periodical Publishers","5"
"Detroit",511130,1269,1230,826,784,839,904,882,862,932,960,1000,0.000531309257585635,1.02589638091937,-0.0307328605200946,-0.328455284552846,-0.0508474576271186,0.0701530612244898,0.0774731823599524,-0.0243362831858407,-0.0226757369614512,0.0812064965197217,0.0300429184549356,0.0416666666666667,0.0208548913719146,-0.00637836308330775,0.0515087153078539,0.0599539596921619,-0.118086680648561,-0.0274629099820133,-0.115101037684326,-0.0823105300809359,0.0116472800085596,-0.0350985872931934,-0.0157057405029595,-0.00552751872364633,"Book Publishers","5"
"Detroit",511140,1826,1936,2131,2585,1727,957,966,1895,1703,2035,1858,0.00098717260059411,5.73147633054561,0.0602409638554218,0.100723140495868,0.213045518535899,-0.331914893617021,-0.445859872611465,0.00940438871473348,0.961697722567288,-0.10131926121372,0.194950088079859,-0.086977886977887,0.0127205890104193,-0.0101875474039854,0.00334372442137898,-0.0686650582333849,-0.11504556721397,-0.100623367871283,-0.146349459092399,-0.193164362519201,-0.100836336438431,-0.111350574712644,-0.110539080117432,-0.013011895494068,"Directory and Mailing List Publishers","5"
"Detroit",511191,62,71,87,65,28,28,85,128,95,92,76,0.0000403795035765083,0.362875637955282,0.145161290322581,0.225352112676056,-0.252873563218391,-0.569230769230769,0,2.03571428571429,0.505882352941176,-0.2578125,-0.031578947368421,-0.173913043478261,0.0034313487503222,0.0449028163427212,-0.0741781185938805,-0.0258323765786452,0.0336728680865392,-0.11898363058881,0.209280828249214,-0.147225194924324,0.402025815704554,-0.0439230228246276,-0.0968302795238732,0.00521847902307182,"Greeting Card Publishers","5"
"Detroit",511199,362,369,447,121,141,204,156,67,361,125,128,0.0000680075849709613,1.17750542622696,0.0193370165745856,0.211382113821138,-0.729306487695749,0.165289256198347,0.446808510638298,-0.235294117647059,-0.57051282051282,4.38805970149254,-0.653739612188366,0.024,0.101111738522938,0.0125425009444655,0.0363405715991343,-0.258424539170507,0.00796193805223799,0.0288989500048165,-0.10411010205037,-0.163026439544362,-0.11162442252466,-0.0265635980323261,0.0121282125324862,-0.00215776596814416,"All Other Publishers","5"
"Detroit",511210,3998,3841,3937,7077,6567,7064,5698,8026,8072,9506,8859,0.00470686871295114,1.26279004904519,-0.0392696348174087,0.024993491278313,0.79756159512319,-0.0720644340822383,0.0756814374904826,-0.193374858437146,0.408564408564408,0.00573137303762761,0.177651139742319,-0.0680622764569745,-0.0119809158419609,0.0357418980243556,0.0209393652395324,0.119842902886472,-0.0463616492514781,-0.0208452853880042,-0.0194318310583176,0.0988759801351755,0.0598006048030286,0.0274132731840249,0.0656763740780786,0.00273722722525689,"Software Publishers","5"
"Detroit",512110,525,543,486,472,347,316,421,512,545,521,456,0.00024227702145905,0.127341105898261,0.0342857142857143,-0.104972375690608,-0.0288065843621399,-0.264830508474576,-0.0893371757925072,0.332278481012658,0.216152019002375,0.064453125,-0.0440366972477064,-0.124760076775432,0.00803636009452553,0.109402853725865,-0.107075542055948,0.194334135655766,-0.0591945071362726,-0.106052005622229,-0.00192002418928117,0.017002938592505,0.230605968081858,0.304828529413545,0.0709770474772631,0.018494422574538,"Motion Picture and Video Production","5"
"Detroit",512120,15,15,18,90,81,76,61,83,3,2,6,0.00000318785554551381,0.128844796420002,0,0.2,4,-0.1,-0.0617283950617284,-0.197368421052632,0.360655737704918,-0.963855421686747,-0.333333333333333,2,-0.0564017166948074,0.0169378203699577,1.38593030900723,-0.199687700927712,-0.0242166877080225,-0.154904728299224,-0.092553931802366,-0.0811349693251534,-0.416624937406109,-0.0434907010014306,-0.101705055339515,-0.0743443829223783,"Motion Picture and Video Distribution","5"
"Detroit",512132,17,17,15,14,12,9,9,17,9,9,17,0.0000090322573789558,0.818727371426129,0,-0.117647058823529,-0.0666666666666667,-0.142857142857143,-0.25,0,0.888888888888889,-0.470588235294118,0,0.888888888888889,0.0615100585688821,-0.0200587084148728,0.114328507239141,-0.312275985663082,-0.0136807817589577,-0.00264200792602376,0.137748344370861,-0.150174621653085,-0.0534246575342465,0.0166425470332852,-0.0469750889679715,0.000600705011150307,"Drive-In Motion Picture Theaters","5"
"Detroit",512191,432,418,386,452,395,355,514,303,324,313,328,0.000174269436488088,0.775582178039498,-0.0324074074074074,-0.0765550239234449,0.170984455958549,-0.126106194690266,-0.10126582278481,0.447887323943662,-0.410505836575875,0.0693069306930694,-0.0339506172839507,0.0479233226837061,0.00126529704267107,0.11216386439564,0.143940513123553,0.0664227292294446,-0.109231824970734,-0.0493043911723388,0.0411840411840412,0.0819942315615987,0.0756114072945757,0.0159710475591046,0.0559492004491424,-0.00419156510418539,"Teleproduction and Other Postproduction Services","5"
"Detroit",512199,33,46,22,11,18,9,12,29,22,16,8,0.00000425047406068508,0.389354388577877,0.393939393939394,-0.521739130434783,-0.5,0.636363636363636,-0.5,0.333333333333333,1.41666666666667,-0.241379310344828,-0.272727272727273,-0.5,-0.0111213676908103,0.0247327604275833,-0.00818163223563095,-0.360486698288307,0.0377297645920671,-0.155065257924176,-0.165134240529606,0.00484581497797354,-0.0486628671635247,-0.0986175115207373,-0.322597137014315,-0.0139916479260402,"Other Motion Picture and Video Industries","5"
"Detroit",512210,9,18,15,2,22,31,28,25,45,48,43,0.0000228462980761823,2.37408671759681,1,-0.166666666666667,-0.866666666666667,10,0.409090909090909,-0.0967741935483871,-0.107142857142857,0.8,0.0666666666666667,-0.104166666666667,-0.186655315196371,0.00189393939393945,0.0207939508506616,-0.212962962962963,0.0447058823529412,0.0067567567567568,0.12751677852349,-0.206349206349206,-0.0225,-0.0809889173060528,0.0834879406307978,0.00207136669399896,"Record Production","5"
"Detroit",512220,11,52,15,17,13,18,20,28,31,29,27,0.0000143453499548121,0.128935438123645,3.72727272727273,-0.711538461538462,0.133333333333333,-0.235294117647059,0.384615384615385,0.111111111111111,0.4,0.107142857142857,-0.0645161290322581,-0.0689655172413793,-0.170518558633933,0.0408009066868154,-0.10562613430127,0.110660173160173,-0.0219244823386114,0.0946450809464507,-0.0542662116040956,-0.0887766149404547,-0.046072607260726,0.731386659285912,0.0793701542642475,0.0307459466111915,"Integrated Record Production/Distribution","5"
"Detroit",512230,34,36,39,109,233,40,47,49,50,43,44,0.0000233776073337679,0.451315429737758,0.0588235294117647,0.0833333333333333,1.79487179487179,1.13761467889908,-0.828326180257511,0.175,0.0425531914893618,0.0204081632653061,-0.14,0.0232558139534884,-0.0790158740149207,-0.052932458183358,0.0174379610999329,0.311140408701384,0.0303335009217363,-0.0517241379310345,-0.0284734133790737,0.0273658192090396,-0.0348857191957381,0.101673789173789,0.016162922256344,-0.00305620448240867,"Music Publishers","5"
"Detroit",512240,77,74,104,154,106,83,72,53,79,67,63,0.000033472483227895,0.768280956565297,-0.038961038961039,0.405405405405405,0.480769230769231,-0.311688311688312,-0.216981132075472,-0.132530120481928,-0.263888888888889,0.490566037735849,-0.151898734177215,-0.0597014925373134,-0.0230967257238783,0.102138643067847,0.0165607226497155,0.0439361527069277,-0.0632093316519546,-0.0265858993774188,0.00605012964563523,0.0723367697594501,0.0020829995193079,-0.0676367125039974,-0.0931229634711027,-0.0128286541673174,"Sound Recording Studios","5"
"Detroit",512290,51,50,49,19,35,29,17,24,41,34,16,0.00000850094812137016,0.4189156028142,-0.0196078431372549,-0.02,-0.612244897959184,0.842105263157895,-0.171428571428571,-0.413793103448276,0.411764705882353,0.708333333333333,-0.170731707317073,-0.529411764705882,-0.003477892683157,0.00147102088849671,0.0799059929494712,-0.013873775843308,-0.0466206896551724,-0.0920138888888888,-0.169534735500319,0.255180353031466,0.110058086212168,-0.218121729551088,-0.132441000352237,-0.0111749130723918,"Other Sound Recording Industries","5"
"Detroit",515210,113,122,71,76,91,93,144,148,327,267,231,0.000122732438502282,0.277898208351928,0.0796460176991149,-0.418032786885246,0.0704225352112675,0.197368421052632,0.0219780219780219,0.548387096774194,0.0277777777777777,1.20945945945946,-0.18348623853211,-0.134831460674157,0.0328748502989398,0.0538804268987669,0.0330350997935307,-0.00345008089844867,-0.0338084664422319,0.0333110929893494,0.204926461796006,-0.0244919021911718,0.263418107833164,-0.109200122389165,-0.0309494540458457,-0.00136490593068173,"Cable and Other Subscription Programming","5"
"Detroit",517210,2711,2592,3081,3080,3125,2794,2613,2818,2747,2387,2260,0.00120075892214354,0.658076321996156,-0.0438952416082626,0.188657407407407,-0.000324569944823105,0.0146103896103895,-0.10592,-0.0647816750178954,0.0784538844240337,-0.025195173882186,-0.131052056789225,-0.0532048596564726,-0.0134147698307521,-0.0271145872369232,0.160640324718357,0.0579141761084843,-0.024452360231267,-0.081122387233969,-0.0203203082666025,-0.0165358141535814,0.0441885806459172,-0.121053438712115,-0.0575558855946449,-0.013514571450577,"Wireless Telecommunications Carriers (except Satellite)","5"
"Detroit",517410,79,110,76,97,412,82,80,107,118,101,206,0.000109449707062641,1.5595544781981,0.392405063291139,-0.309090909090909,0.276315789473684,3.24742268041237,-0.800970873786408,-0.024390243902439,0.3375,0.102803738317757,-0.144067796610169,1.03960396039604,-0.0111563382171121,-0.240860490428324,0.152989795057772,-0.218564845292956,-0.147243283721801,-0.0553238199780461,0.0786660469439926,-0.0772379618657761,0.0207798272239084,0.0147529734675207,-0.0400090161163079,0.0144286952287929,"Satellite Telecommunications","5"
"Detroit",517919,96,80,133,297,344,176,188,124,131,165,295,0.000156736230987762,0.567580991121587,-0.166666666666667,0.6625,1.23308270676692,0.158249158249158,-0.488372093023256,0.0681818181818181,-0.340425531914894,0.0564516129032258,0.259541984732824,0.787878787878788,-0.00637831905797987,0.14970247416223,0.385181149550531,1.21717469682071,0.110043461549833,-0.138100945532028,-0.0554388133498146,-0.0584309363344893,-0.046038915913829,0.0923693316335823,0.117568603914508,-0.0550164647441916,"All Other Telecommunications","5"
"Detroit",518210,10134,10334,10251,6807,6609,4608,6855,5051,7904,7172,7734,0.0041091457981673,0.926026251497272,0.0197355437142293,-0.00803173988774919,-0.335967222709979,-0.0290877038342883,-0.302768951429868,0.487630208333333,-0.263165572574763,0.56483864581271,-0.0926113360323887,0.0783602900167317,0.0274409723628198,0.0176409474085666,-0.02296705625714,0.0386332853635825,-0.0119912383475116,-0.0102291241312462,0.026964869876857,0.113204006117216,0.119382684828892,0.0761192997024427,0.0186256227138788,0.00920601996481044,"Data Processing, Hosting, and Related Services","5"
"Detroit",519110,122,116,104,55,51,37,43,39,37,30,37,0.0000196584425306685,0.327389182560895,-0.0491803278688525,-0.103448275862069,-0.471153846153846,-0.0727272727272728,-0.274509803921569,0.162162162162162,-0.0930232558139535,-0.0512820512820513,-0.189189189189189,0.233333333333333,0.0267732093861363,-0.00262963267318594,0.053720029661366,-0.25224802564704,-0.0524939872424971,-0.0748261781260346,0.0175354884886079,-0.0456037514654162,-0.0035622159439872,-0.127712031558185,0.029960429621255,0.00230150033075309,"News Syndicates","5"
"Detroit",519120,267,286,141,498,614,491,192,321,335,319,314,0.000166831106881889,0.746501812754958,0.0711610486891385,-0.506993006993007,2.53191489361702,0.232931726907631,-0.200325732899023,-0.608961303462322,0.671875,0.043613707165109,-0.0477611940298508,-0.0156739811912225,-0.0551527531013752,0.0282550958369332,-0.0270430074064854,-0.0268031344954421,-0.0164985046176094,-0.0499916457811195,-0.0200147736466284,0.0198492462311557,-0.0153802836729666,-0.0174077780955104,-0.0132416603004838,-0.000665998916768271,"Libraries and Archives","5"
"Detroit",519130,709,466,486,443,676,683,1767,1816,1901,1804,2040,0.0010838708854747,0.614696836363914,-0.342736248236953,0.0429184549356223,-0.088477366255144,0.525959367945824,0.0103550295857988,1.58711566617862,0.0277306168647424,0.0468061674008811,-0.0510257759074172,0.130820399113082,0.0264417712841136,0.240734778903513,0.129218370804524,0.229620318181204,0.0390564025898363,-0.00848461766323894,0.451121401591942,0.184556109468978,0.133387543295552,0.131172949378666,0.0361718197751546,-0.00856026252528415,"Internet Publishing and Broadcasting and Web Search Portals","5"
"Detroit",519190,897,758,792,31,34,38,69,99,126,306,392,0.000208273228973569,1.78485022088673,-0.154960981047938,0.0448548812664908,-0.960858585858586,0.096774193548387,0.117647058823529,0.815789473684211,0.434782608695652,0.272727272727273,1.42857142857143,0.281045751633987,0.130243475021234,-0.00728273183363004,0.0182588849038148,0.015850144092219,-0.12876280535855,-0.111342257597685,0.0927226463104325,-0.084854694485842,0.082442748091603,0.522143864598025,-0.125092661230541,0.0190039863624875,"All Other Information Services","5"
"Detroit",521110,175,174,171,173,175,173,172,172,175,172,175,0.0000929791200774861,0.544547076164684,-0.00571428571428567,-0.0172413793103449,0.0116959064327486,0.0115606936416186,-0.0114285714285715,-0.0057803468208093,0,0.0174418604651163,-0.0171428571428571,0.0174418604651163,0.00126539930079865,-0.0131903174373098,-0.00440658049353704,-0.0600963902822859,-0.0874843030556718,0.0427752293577981,0.0547124161442869,-0.0310202804858976,0.0545033896481222,0.00908209602530752,0.0478839055468474,0.0084752539190132,"Monetary Authorities - Central Bank","5"
"Detroit",522120,5036,5446,5314,5220,3069,3052,3089,3556,4162,2656,2464,0.001309146010691,1.26010552177,0.0814138204924544,-0.0242379728240911,-0.0176891230711329,-0.412068965517241,-0.00553926360377976,0.0121231979030145,0.151181612172224,0.170416197975253,-0.361845266698703,-0.072289156626506,-0.00665840637203517,0.0523677214304277,-0.0336126792131716,-0.0677474389313877,-0.0726074416408042,-0.0774190321597941,0.00802341971159048,-0.0283571435555947,-0.312860406372337,-0.0245463466073024,-0.053368466885876,-0.0114880779253538,"Savings Institutions","5"
"Detroit",522190,77,2,3,0,0,0,0,124,0,0,3,0.00000159392777275691,0.0639961832036497,-0.974025974025974,0.5,-1,NA,NA,NA,NA,-1,NA,NA,0.0319165682802046,0.0438032786885245,0.066088704611132,-0.609546258102534,0.0407485662541502,0.186484918793503,-0.00806648741139082,0.711927057663874,-0.536202677414711,-0.101179391682185,0.0438535911602209,0.00615320066457841,"Other Depository Credit Intermediation","5"
"Detroit",522210,7,13,16,6,3,10,31,77,60,25,9,0.00000478178331827072,0.0112313765935926,0.857142857142857,0.230769230769231,-0.625,-0.5,2.33333333333333,2.1,1.48387096774194,-0.220779220779221,-0.583333333333333,-0.64,-0.0692946678606503,-0.315704210371292,-0.0119804868716821,0.755137110632427,-0.0930126728904946,-0.146627744328894,-0.0513647377423033,0.246577143393746,0.0527314912465724,-0.0659902109511407,-0.208203729525152,-0.0109609659541268,"Credit Card Issuing","5"
"Detroit",522220,8133,7653,6164,7754,5990,5365,5241,5308,4767,4124,3946,0.00209654633043292,2.32254496609257,-0.0590188122464036,-0.194564223180452,0.257949383517197,-0.227495486200671,-0.104340567612688,-0.0231127679403541,0.0127838198817021,-0.101921627731726,-0.134885672330606,-0.0431619786614937,-0.0026474423037094,-0.0770106135206694,0.0699396689188079,-0.0563182275622066,-0.159760664278737,-0.0741849537373444,-0.00833001946461831,0.069141639053629,-0.101861539372643,0.0583335164955932,0.137702228406471,0.0144001078521176,"Sales Financing","5"
"Detroit",522291,703,630,651,332,214,105,76,108,92,137,199,0.000105730542259541,0.167447967079438,-0.103840682788051,0.0333333333333334,-0.490015360983103,-0.355421686746988,-0.509345794392523,-0.276190476190476,0.421052631578947,-0.148148148148148,0.489130434782609,0.452554744525547,0.0755760781413451,0.0704262592305804,0.0776844631073785,-0.204253368477923,-0.105801872235367,-0.145401207937877,-0.106130361037073,0.175205566097407,-0.0748885129940028,-0.00703679078014185,0.0691088666927069,0.00560128563191043,"Consumer Lending","5"
"Detroit",522292,9930,9557,10803,8723,5038,5263,5239,6587,8490,9679,10696,0.00568288381913595,2.88968735378947,-0.0375629405840886,0.130375640891493,-0.192539109506619,-0.422446406052963,0.0446605795950774,-0.00456013680410416,0.257301011643443,0.288902383482617,0.140047114252061,0.10507283810311,0.0348403110505756,0.0567761623631742,-0.0803414555349843,-0.248361103154572,-0.187855016609385,-0.0480648774031333,0.0343928015066615,-0.111494733434933,0.255869257235377,-0.0707384875710084,0.0348663787870904,0.0163801397208847,"Real Estate Credit","5"
"Detroit",522293,10,10,9,9,43,5,8,15,6,2,3,0.00000159392777275691,0.158444276678651,0,-0.1,0,3.77777777777778,-0.883720930232558,0.6,0.875,-0.6,-0.666666666666667,0.5,-0.0587350246652572,0.0987587695628711,-0.0299607072691552,-0.749367088607595,0.123905723905724,-0.233073696824446,0.00390625,0.449805447470817,-0.460547504025765,0.008955223880597,0.20414201183432,0.0235129559934556,"International Trade Financing","5"
"Detroit",522294,47,42,78,0,0,2,0,0,10,7,10,0.00000531309257585635,0.0287964725409534,-0.106382978723404,0.857142857142857,-1,NA,NA,-1,NA,NA,-0.3,0.428571428571429,0.00433084645850607,0.0163342362308134,0.00125181715393308,-0.135672514619883,-0.126032382996594,0.0660437800320341,0.0877447788851604,-0.110410239882131,0.0194089332850267,0.109666937449228,0.0246156661786237,0.0101661416928389,"Secondary Market Financing","5"
"Detroit",522298,1270,1375,1253,1000,1205,1078,1092,1050,911,950,670,0.000355977202582376,0.613183982962467,0.0826771653543308,-0.0887272727272728,-0.201915403032721,0.205,-0.105394190871369,0.0129870129870129,-0.0384615384615384,-0.132380952380952,0.0428100987925357,-0.294736842105263,-0.0166078522713035,0.0486023897520542,-0.0209933786165244,0.00101363159734369,0.029575054994937,0.0426982296683172,0.0680435843226541,0.0332399427475105,0.0937117762353183,-0.0761021882073947,0.0276222144440554,-0.000453045477613031,"All Other Nondepository Credit Intermediation","5"
"Detroit",522310,2327,2183,1715,1407,908,708,779,510,920,906,1038,0.000551499009373889,1.61907263119084,-0.061882251826386,-0.214383875400825,-0.179591836734694,-0.354655294953802,-0.220264317180617,0.100282485875706,-0.345314505776637,0.803921568627451,-0.0152173913043478,0.145695364238411,0.0516878795797397,0.0464726216531326,-0.13783936983249,-0.405563490444127,-0.23813882532418,-0.184054198371379,-0.149269908789726,-0.186831414216688,0.26277825405741,-0.116981927146737,0.0960788992285055,0.0249871141963057,"Mortgage and Nonmortgage Loan Brokers","5"
"Detroit",522320,450,470,500,814,982,672,698,741,693,585,361,0.000191802641988414,0.172373585673613,0.0444444444444445,0.0638297872340425,0.628,0.206388206388206,-0.315682281059063,0.0386904761904763,0.0616045845272206,-0.0647773279352226,-0.155844155844156,-0.382905982905983,-0.0541074920952168,-0.0048334680545703,0.000994596028246475,0.11230252045176,-0.0286224736665798,0.00720361713541262,-0.0479799132618124,-0.0424858540327995,0.00265424679487181,0.0967650633501491,0.0250777988614801,0.00178533111343906,"Financial Transactions Processing, Reserve, and Clearinghouse Activities","5"
"Detroit",522390,794,623,860,885,930,875,828,721,1241,1748,1432,0.000760834856862629,0.966731856316888,-0.21536523929471,0.380417335473515,0.0290697674418605,0.0508474576271187,-0.0591397849462365,-0.0537142857142857,-0.129227053140097,0.72122052704577,0.408541498791297,-0.180778032036613,0.0208127865060436,-0.00348428152098412,0.0177184165851574,-0.011521933652221,-0.0554537326776934,-0.0577391798196834,0.0231673321781058,0.0724445589877643,0.0434623395051839,0.0744099842077557,-0.0249670814237156,0.00571526380008964,"Other Activities Related to Credit Intermediation","5"
"Detroit",523110,129,235,638,414,292,418,430,209,250,240,202,0.000107324470032298,0.137104912776114,0.821705426356589,1.71489361702128,-0.351097178683386,-0.294685990338164,0.431506849315068,0.0287081339712918,-0.513953488372093,0.196172248803828,-0.04,-0.158333333333333,-0.117750655929501,0.136329447160587,0.187120508153108,-0.258076968442724,-0.158582763654233,-0.0886230321976691,-0.0145215703273714,0.0254166786195817,-0.027714831911223,-0.0665240785321735,-0.023806343563451,-0.00872014395129735,"Investment Banking and Securities Dealing","5"
"Detroit",523120,3714,3822,3451,4050,3885,3239,3324,3884,4411,3166,3118,0.00165662226515201,0.686168133474393,0.0290791599353797,-0.0970695970695971,0.173572877426833,-0.0407407407407407,-0.166280566280566,0.0262426674899661,0.168471720818291,0.135684860968074,-0.282248923146679,-0.0151610865445357,-0.00644664827093925,0.0411012150705476,-0.0419245117724358,0.157966603047579,-0.0549633127439524,-0.111701814449987,-0.033800505050505,0.0220423924833058,-0.0526660678495967,-0.00430553071739725,-0.00696065905987053,-0.00553617532844313,"Securities Brokerage","5"
