"Region","naics","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2020","Pct_Total","RS_2015","L_T_2006","L_T_2007","L_T_2008","L_T_2009","L_T_2010","L_T_2011","L_T_2012","L_T_2013","L_T_2014","L_T_2015","Local_Trend","N_T_2006","N_T_2007","N_T_2008","N_T_2009","N_T_2010","N_T_2011","N_T_2012","N_T_2013","N_T_2014","N_T_2015","Natl_Trend","Label","Group"
"Austin",212312,466,303,336,463,480,587,554,517,444,411,409,479,531,511,542,524,0.000376544736571525,1.72077841207351,0.0472501636804572,0.128271004287147,0.090009424908859,-0.00834547984706013,-0.0305618265159976,-0.0697128087933598,-0.0286736961535385,0.00535813307028099,0.02850779137307,0.0568941472797519,-0.00687841653572468,0.0195205105450131,0.0489061200444763,0.0120216460972251,-0.0069588928861104,-0.0242173238544529,-0.0279166561834127,-0.0632686815112009,-0.0268962995210673,-0.0143401347944456,-0.00368056461270772,-0.00617425385810687,"Crushed and Broken Limestone Mining and Quarrying","2"
"Austin",212313,6,6,5,9,17,14,13,7,14,0,0,3,3,0,0,0,0,0,0.184664452542244,0.167235319329693,0.0696103757250688,0.0923884641403729,-1,-1,-0.254177329215797,-0.15587912015589,-1,NA,-0.0727258919252203,0.0237049837670729,0.0345053613252928,0.0103630477992995,-0.0175439127134521,-0.0584099119025326,-0.056559205131418,-0.0477604103045721,-0.0569086534184053,-0.0340052747910248,-0.0282479131088529,-0.00831701707144439,"Crushed and Broken Granite Mining and Quarrying","2"
"Austin",212319,33,16,76,97,137,153,149,79,34,35,8,39,42,39,71,58,0.0000493259710268972,0.888647730192994,0.359050198060267,0.562475647240899,0.00777295622297647,-0.189148290694524,-0.238851325458505,-0.445783168351936,-0.235151062490869,-0.118698640999284,0.0278201746033075,0.151961755198708,-0.0399011056885511,-0.00538224070324989,0.0121139159103338,0.0183151605999698,-0.00733163753775601,-0.0234098655883788,-0.0318064074133771,-0.0972669377351438,-0.0597718976407479,-0.035976106686732,-0.0215832776001134,-0.00697622559922414,"Other Crushed and Broken Stone Mining and Quarrying","2"
"Austin",212321,205,146,201,221,217,232,316,343,261,279,240,148,156,192,153,132,0.000106293993903032,0.607488203131167,0.0250541889954519,0.166989222887966,0.112806394383363,0.033831228862339,0.0515474967972804,0.00680334867886301,-0.140759129235602,-0.145787159063833,-0.0595577231258145,-0.113216823186485,-0.0284348528568613,-0.00181245783477424,0.01698399042552,-0.0133681525510858,-0.0547898856056616,-0.0580182677147099,-0.073155625900884,-0.0938527812188885,-0.035858094338919,0.0135926865071567,0.00590193124144966,-0.00120657805883363,"Construction Sand and Gravel Mining","2"
"Austin",212322,7,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,0.127272727272727,0.0134554655181447,0.0336360778254592,0.0325463132072308,0.192195208611879,-0.00223528360804504,0.014696438119034,0.037106584816216,0.063203042804973,-0.0780823764204621,0.130522018017841,-0.00014230732663867,"Industrial Sand Mining","2"
"Austin",212324,0,0,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,-1,-1,-1,NA,NA,NA,NA,NA,0.0545454545454546,0.000119552875675,-0.018278673750033,-0.0126827118993689,-0.0561370138991205,-0.0504767273966644,-0.0760262356667768,-0.0518344891763249,-0.0537280888717203,-0.00943648230628491,-0.00130947634007161,-0.00102324085938767,"Kaolin and Ball Clay Mining","2"
"Austin",212325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.00536752625907222,-0.0610421444394365,-0.073276328479534,-0.0834591070277884,-0.105211063840043,-0.0867878424982523,-0.038695826280966,-0.000560403842604029,0.0207134106713187,0.034255055493805,0.00875869580798842,"Clay, Ceramic, and Refractory Minerals Mining","2"
"Austin",212391,0,0,0,0,0,0,0,0,0,0,0,10,10,10,3,3,0.00000208419595888298,0.0714266825391218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.100479230294997,-0.0576511515433075,-0.0777900233310372,-0.038607545724741,0.0084616449039645,0.0317341422256043,0.0968473408342341,0.0868611565758786,0.0192052877967042,0.0111934269763283,0.016945103317304,"Potash, Soda, and Borate Mineral Mining","2"
"Austin",212393,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,NA,NA,NA,-1,NA,NA,NA,NA,NA,0.0606060606060606,-0.0244146272982605,0.015779640466222,-0.00441093880815902,-0.00528356913652506,0.0175932057755461,0.0110144320685843,0.00378759950715413,0.020357534046844,0.0484194738520738,0.0531282298215461,0.0064899493592625,"Other Chemical and Fertilizer Mineral Mining","2"
"Austin",212399,0,0,0,0,0,0,3,0,7,3,3,8,5,5,5,5,0.00000347365993147164,0.130393973838337,NA,NA,NA,NA,NA,NA,0.216728683786412,NA,-0.0650801238515298,0.10756634324829,0.00704680165838264,-0.0213564614535774,-0.0110690388300363,-0.0362232755845506,-0.0464008385388343,-0.0787115888253207,-0.0514108970297502,-0.037800569293998,-0.0389857354851615,-0.023621162666453,0.00632301331485174,0.00121539155204831,"All Other Nonmetallic Mineral Mining","2"
